bldg_id,County,ASHRAE IECC Climate Zone 2004,Occupants,Vintage,Bedrooms,Floor Area SqFt,Geometry Stories,Geometry Garage,Windows,Window Areas,Infiltration,Lighting,Insulation Foundation Wall,Insulation Wall,Insulation Ceiling,Insulation Roof,Insulation Floor,Insulation Rim Joist,HVAC Heating Fuel,HVAC Heating Efficiency,HVAC Cooling Efficiency,Usage Level,Roof Material,Cooling Setpoint,Heating Setpoint,Dishwasher,Cooking Range,Plug Loads,Clothes Dryer,Clothes Washer,Refrigerator,Water Heater Efficiency,Hot Water Fixtures
108738,G0600270,4B,2,<1940,3,1698,2,None,"Double, Clear, Metal, Air",F12 B12 L12 R12,10 ACH50,100% LED,Uninsulated,"Wood Stud, Uninsulated",None,"Finished, R-30",Uninsulated,Uninsulated,Electricity,"Electric Baseboard, 100% Efficiency","Room AC, EER 12.0",Medium,Composition Shingles,78F,70F,318 Rated kWh,Gas,94%,Electric,EnergyStar,EF 19.9,Electric Standard,100% Usage
44353,G0600270,4B,5,1970s,4,2678,3,2 Car,"Double, Low-E, Non-metal, Air, M-Gain",F9 B9 L9 R9,10 ACH50,100% CFL,None,"Wood Stud, Uninsulated",R-13,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 80% AFUE",None,High,Composition Shingles,72F,80F,318 Rated kWh,Gas,94%,Electric,EnergyStar,EF 19.9,Natural Gas Premium,200% Usage
241839,G0600930,5B,2,1970s,4,1698,1,2 Car,"Double, Low-E, Non-metal, Air, M-Gain",F15 B15 L15 R15,15 ACH50,100% CFL,Uninsulated,"Wood Stud, Uninsulated",R-19,"Unfinished, Uninsulated",Uninsulated,Uninsulated,Electricity,"Electric Baseboard, 100% Efficiency","Room AC, EER 12.0",High,"Asphalt Shingles, Medium",68F,70F,290 Rated kWh,Electric Resistance,94%,Gas,EnergyStar,EF 17.6,Natural Gas Standard,200% Usage
176671,G0600930,5B,2,2000s,4,5587,3,None,"Double, Low-E, Non-metal, Air, M-Gain",F18 B18 L18 R18,1 ACH50,100% CFL,None,"Wood Stud, R-11",R-30,"Unfinished, Uninsulated",Ceiling R-19,None,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",Medium,"Asphalt Shingles, Medium",76F,70F,318 Rated kWh,Electric Resistance,94%,Gas,Standard,EF 17.6,Natural Gas Standard,100% Usage
316673,G0600930,5B,6,1970s,3,1228,1,None,"Double, Clear, Metal, Air",F12 B12 L12 R12,25 ACH50,100% LED,Uninsulated,"Wood Stud, R-7",R-13,"Unfinished, Uninsulated",Uninsulated,Uninsulated,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 15",Medium,"Asphalt Shingles, Medium",72F,68F,290 Rated kWh,Electric Resistance,94%,Gas,Standard,EF 21.9,Electric Premium,100% Usage
145429,G0600930,5B,2,1980s,2,1228,1,1 Car,"Double, Low-E, Non-metal, Air, M-Gain",F12 B12 L12 R12,15 ACH50,100% LED,None,"Wood Stud, R-11",R-30,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 15",High,"Asphalt Shingles, Medium",72F,65F,318 Rated kWh,Gas,94%,Electric,Standard,EF 19.9,Natural Gas Premium,200% Usage
104021,G0600930,5B,7,1990s,3,1228,1,1 Car,"Single, Clear, Metal",F12 B12 L12 R12,4 ACH50,100% Incandescent,Uninsulated,"Wood Stud, R-11",None,"Finished, R-13",Ceiling R-13,Uninsulated,Electricity,"ASHP, SEER 13, 7.7 HSPF",Ducted Heat Pump,Medium,"Asphalt Shingles, Medium",67F,72F,None,Electric Resistance,94%,Electric,Standard,EF 19.9,Electric Standard,100% Usage
227534,G0600930,5B,2,1990s,3,2179,1,2 Car,"Double, Low-E, Non-metal, Air, M-Gain",F12 B12 L12 R12,15 ACH50,100% CFL,None,"Wood Stud, R-11",R-30,"Unfinished, Uninsulated",None,None,Electricity,"Electric Baseboard, 100% Efficiency","AC, SEER 13",High,"Asphalt Shingles, Medium",80F,68F,290 Rated kWh,Gas,94%,Gas,EnergyStar,EF 19.9,Natural Gas Standard,200% Usage
205745,G0600810,3C,4,1940s,4,2179,1,1 Car,"Double, Clear, Non-metal, Air",F12 B12 L12 R12,20 ACH50,100% CFL,None,"Wood Stud, Uninsulated",None,"Finished, R-19",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 15",Low,"Asphalt Shingles, Medium",75F,78F,290 Rated kWh,Electric Resistance,94%,Electric,Standard,EF 19.9,Natural Gas Standard,50% Usage
388744,G0600810,3C,5,1950s,3,1698,1,None,"Single, Clear, Metal, Exterior Clear Storm",F12 B12 L12 R12,40 ACH50,100% CFL,None,"Wood Stud, Uninsulated",R-30,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 76% AFUE",None,Medium,"Metal, Dark",68F,75F,318 Rated kWh,Electric Resistance,94%,Electric,Standard,EF 19.9,Natural Gas Standard,100% Usage
163616,G0600810,3C,4,1990s,4,1698,2,2 Car,"Double, Low-E, Non-metal, Air, M-Gain",F12 B12 L12 R12,10 ACH50,100% LED,None,"Wood Stud, R-15",None,"Finished, R-13",None,None,Electricity,"Electric Baseboard, 100% Efficiency","AC, SEER 15",Medium,"Tile, Clay or Ceramic",78F,72F,318 Rated kWh,Electric Induction,94%,Gas,Standard,EF 19.9,Electric Standard,100% Usage
139185,G0600810,3C,2,2000s,5,2678,2,2 Car,"Double, Clear, Non-metal, Air",F6 B6 L6 R6,8 ACH50,100% Incandescent,None,"Wood Stud, R-19",None,"Finished, R-19",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 13",Medium,"Tile, Clay or Ceramic",80F,70F,318 Rated kWh,Gas,94%,Gas,EnergyStar,EF 15.9,Natural Gas Standard,100% Usage
38459,G0600810,3C,3,1970s,4,2678,1,1 Car,"Double, Clear, Metal, Air",F9 B9 L9 R9,15 ACH50,100% LED,Uninsulated,"Wood Stud, Uninsulated",None,"Finished, R-49",Uninsulated,Uninsulated,Electricity,"Electric Baseboard, 100% Efficiency",None,High,Composition Shingles,65F,72F,318 Rated kWh,Electric Induction,94%,Electric,EnergyStar,EF 19.9,Natural Gas Standard,200% Usage
434299,G0600810,3C,3,1950s,3,1698,2,2 Car,"Double, Clear, Non-metal, Air, Exterior Clear Storm",F12 B12 L12 R12,20 ACH50,100% LED,Uninsulated,"Wood Stud, Uninsulated",R-13,"Unfinished, Uninsulated",Uninsulated,Uninsulated,Natural Gas,"Fuel Wall/Floor Furnace, 68% AFUE","Room AC, EER 10.7",Low,Composition Shingles,78F,67F,290 Rated kWh,Gas,94%,Electric,Standard,EF 15.9,Natural Gas Standard,50% Usage
485128,G0601010,3B,5,2000s,3,2678,2,2 Car,"Double, Clear, Non-metal, Air, Exterior Clear Storm",F18 B18 L18 R18,6 ACH50,100% LED,None,"Wood Stud, R-19",R-19,"Unfinished, Uninsulated",None,None,Electricity,"ASHP, SEER 15, 8.5 HSPF",Ducted Heat Pump,Medium,Wood Shingles,75F,75F,318 Rated kWh,Electric Resistance,94%,Gas,Standard,EF 15.9,Natural Gas Tankless,100% Usage
290998,G0601010,3B,1,2000s,2,1228,1,1 Car,"Double, Low-E, Non-metal, Air, M-Gain",F15 B15 L15 R15,10 ACH50,100% LED,None,"Wood Stud, R-19",None,"Finished, R-38",None,None,Electricity,"Electric Furnace, 100% AFUE",None,Low,"Tile, Clay or Ceramic",78F,68F,290 Rated kWh,Electric Resistance,94%,Gas,Standard,EF 15.9,Natural Gas Premium,50% Usage
193335,G0601010,3B,5,1950s,1,634,1,1 Car,"Single, Clear, Non-metal",F6 B6 L6 R6,25 ACH50,100% Incandescent,None,"Brick, 12-in, 3-wythe, Uninsulated",None,"Finished, R-19",None,None,Natural Gas,"Fuel Furnace, 76% AFUE","AC, SEER 13",Medium,Composition Shingles,78F,70F,290 Rated kWh,Gas,94%,Gas,Standard,EF 6.7,Natural Gas Premium,100% Usage
261803,G0601010,3B,2,1970s,4,3310,2,None,"Single, Clear, Metal",F9 B9 L9 R9,10 ACH50,100% LED,None,"Wood Stud, Uninsulated",None,"Finished, R-38",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 10",Medium,Composition Shingles,72F,68F,318 Rated kWh,Gas,94%,Gas,Standard,EF 19.9,Electric Standard,100% Usage
157091,G0601010,3B,3,1940s,2,881,1,None,"Double, Low-E, Non-metal, Air, M-Gain",F15 B15 L15 R15,15 ACH50,100% LED,Uninsulated,"Wood Stud, Uninsulated",R-19,"Unfinished, Uninsulated",Uninsulated,Uninsulated,Natural Gas,"Fuel Boiler, 76% AFUE","AC, SEER 13",Medium,"Metal, Dark",70F,65F,290 Rated kWh,Gas,94%,Electric,Standard,EF 19.9,Natural Gas Premium,100% Usage
414433,G0601010,3B,2,1950s,2,1698,1,None,"Double, Low-E, Non-metal, Air, M-Gain",F9 B9 L9 R9,20 ACH50,100% LED,None,"Wood Stud, Uninsulated",Uninsulated,"Unfinished, Uninsulated",Uninsulated,None,Electricity,"MSHP, SEER 14.5, 8.2 HSPF",Non-Ducted Heat Pump,Low,"Asphalt Shingles, Medium",72F,75F,318 Rated kWh,Gas,94%,Gas,Standard,EF 15.9,Natural Gas Standard,50% Usage
273777,G0600150,4C,1,<1940,4,1228,2,None,"Double, Low-E, Non-metal, Air, M-Gain",F6 B6 L6 R6,20 ACH50,100% CFL,Uninsulated,"Wood Stud, Uninsulated",R-13,"Unfinished, Uninsulated",Uninsulated,Uninsulated,Electricity,"Electric Baseboard, 100% Efficiency","Room AC, EER 12.0",Medium,"Asphalt Shingles, Medium",70F,62F,None,Gas,94%,Electric,Standard,EF 19.9,Electric Standard,100% Usage
369205,G0600150,4C,6,1980s,2,1228,2,1 Car,"Double, Clear, Metal, Air, Exterior Clear Storm",F9 B9 L9 R9,15 ACH50,100% CFL,Uninsulated,"Wood Stud, R-11",R-30,"Unfinished, Uninsulated",Ceiling R-19,Uninsulated,Electricity,"Electric Furnace, 100% AFUE",None,Medium,"Asphalt Shingles, Medium",68F,70F,318 Rated kWh,Electric Resistance,94%,Gas,Standard,EF 19.9,Electric Tankless,100% Usage
381210,G0600150,4C,4,1970s,3,1228,1,1 Car,"Single, Clear, Non-metal",F18 B18 L18 R18,20 ACH50,100% LED,None,"Wood Stud, Uninsulated",None,"Finished, R-30",None,None,Natural Gas,"Fuel Furnace, 80% AFUE",None,Medium,"Metal, Dark",70F,68F,318 Rated kWh,Gas,94%,Electric,Standard,EF 19.9,Natural Gas Premium,100% Usage
335718,G0600590,3B,1,1950s,3,881,1,1 Car,"Single, Clear, Non-metal",F9 B9 L9 R9,15 ACH50,100% CFL,None,"Wood Stud, Uninsulated",R-30,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 13",Medium,"Asphalt Shingles, Medium",72F,75F,290 Rated kWh,Gas,94%,Gas,Standard,EF 19.9,Natural Gas Standard,100% Usage
532477,G0600590,3B,1,2000s,3,2678,2,2 Car,"Double, Clear, Non-metal, Air",F12 B12 L12 R12,4 ACH50,100% CFL,None,"Wood Stud, R-19",None,"Finished, R-49",None,None,Electricity,"ASHP, SEER 13, 7.7 HSPF",Ducted Heat Pump,Low,"Metal, Dark",76F,68F,290 Rated kWh,Gas,94%,Gas,Standard,EF 17.6,Natural Gas Standard,50% Usage
102086,G0600590,3B,2,1960s,5,1228,1,1 Car,"Double, Low-E, Non-metal, Air, M-Gain",F18 B18 L18 R18,50 ACH50,100% CFL,Uninsulated,"Wood Stud, Uninsulated",R-38,"Unfinished, Uninsulated",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 92.5% AFUE",None,Low,Composition Shingles,75F,68F,318 Rated kWh,Electric Resistance,94%,Gas,Standard,EF 19.9,Natural Gas Tankless,50% Usage
484459,G0600590,3B,1,1940s,2,1228,1,None,"Double, Clear, Metal, Air",F9 B9 L9 R9,20 ACH50,100% Incandescent,None,"Wood Stud, Uninsulated",None,"Finished, R-13",None,None,Natural Gas,"Fuel Furnace, 80% AFUE",None,Medium,"Tile, Clay or Ceramic",72F,68F,None,Gas,94%,Electric,Standard,EF 15.9,Natural Gas Standard,100% Usage
206286,G0600590,3B,2,1980s,3,1228,1,None,"Double, Clear, Metal, Air",F9 B9 L9 R9,8 ACH50,100% LED,None,"Wood Stud, R-11",R-30,"Unfinished, Uninsulated",Uninsulated,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 13",Medium,"Asphalt Shingles, Medium",80F,70F,290 Rated kWh,Electric Resistance,94%,Electric,Standard,EF 15.9,Natural Gas Premium,100% Usage
301809,G0600590,3B,2,1950s,4,2179,1,None,"Double, Low-E, Non-metal, Air, M-Gain",F12 B12 L12 R12,15 ACH50,100% LED,None,"Wood Stud, Uninsulated",R-19,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 13",Medium,"Asphalt Shingles, Medium",80F,68F,318 Rated kWh,Gas,94%,Gas,Standard,EF 21.9,Natural Gas Premium,100% Usage
366976,G0601050,4B,1,1950s,1,1228,1,1 Car,"Double, Clear, Metal, Air",F18 B18 L18 R18,20 ACH50,100% LED,None,"Wood Stud, Uninsulated",R-19,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Wall/Floor Furnace, 68% AFUE","Room AC, EER 12.0",Medium,"Asphalt Shingles, Medium",65F,75F,290 Rated kWh,Gas,94%,Gas,EnergyStar,EF 19.9,Natural Gas Standard,100% Usage
101373,G0601050,4B,6,1970s,4,1228,1,1 Car,"Double, Clear, Metal, Air",F18 B18 L18 R18,7 ACH50,100% CFL,Uninsulated,"Wood Stud, Uninsulated",R-30,"Unfinished, Uninsulated",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 10",Medium,"Asphalt Shingles, Medium",72F,70F,None,Gas,94%,Electric,Standard,EF 17.6,Natural Gas Standard,100% Usage
545777,G0601050,4B,1,1950s,3,1698,1,1 Car,"Single, Clear, Non-metal",F15 B15 L15 R15,15 ACH50,100% LED,None,"Wood Stud, Uninsulated",None,"Finished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 15",High,"Asphalt Shingles, Medium",68F,70F,290 Rated kWh,Electric Resistance,94%,Gas,EnergyStar,EF 19.9,Natural Gas Standard,200% Usage
172933,G0601050,4B,5,1970s,3,1228,1,None,"Double, Clear, Non-metal, Air",F9 B9 L9 R9,30 ACH50,100% LED,None,"Wood Stud, R-7",None,"Finished, R-19",None,None,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 15",Low,Composition Shingles,70F,70F,290 Rated kWh,Electric Resistance,94%,Gas,Standard,EF 17.6,Natural Gas Standard,50% Usage
276576,G0601050,4B,2,1950s,2,1228,1,None,"Double, Clear, Metal, Air",F12 B12 L12 R12,40 ACH50,100% Incandescent,None,"Wood Stud, Uninsulated",None,"Finished, R-7",Uninsulated,None,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 13",Low,Wood Shingles,70F,75F,None,Electric Resistance,94%,Electric,EnergyStar,EF 15.9,Natural Gas Standard,50% Usage
337022,G0601050,4B,2,<1940,2,1228,2,None,"Double, Clear, Metal, Air",F15 B15 L15 R15,40 ACH50,100% LED,None,"Wood Stud, Uninsulated",R-13,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 92.5% AFUE",None,High,"Tile, Clay or Ceramic",72F,67F,318 Rated kWh,Gas,94%,Gas,Standard,EF 17.6,Natural Gas Standard,200% Usage
503804,G0600490,5B,1,1960s,3,1698,1,1 Car,"Triple, Low-E, Non-metal, Air, L-Gain",F12 B12 L12 R12,25 ACH50,100% CFL,Uninsulated,"Wood Stud, Uninsulated",None,"Finished, R-13",Uninsulated,Uninsulated,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",Medium,"Asphalt Shingles, Medium",68F,70F,None,Gas,94%,Electric,Standard,EF 17.6,Electric Standard,100% Usage
443327,G0600490,5B,2,2010s,3,881,2,None,"Double, Low-E, Non-metal, Air, M-Gain",F15 B15 L15 R15,6 ACH50,100% CFL,None,"Wood Stud, R-15",None,"Finished, R-19",Ceiling R-19,None,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",Medium,Composition Shingles,70F,70F,318 Rated kWh,Electric Resistance,94%,Gas,EnergyStar,EF 17.6,Natural Gas Premium,100% Usage
163215,G0600490,5B,2,2000s,3,1698,1,2 Car,"Double, Clear, Non-metal, Air",F9 B9 L9 R9,10 ACH50,100% CFL,"Wall R-15, Exterior","Wood Stud, R-11",R-38,"Unfinished, Uninsulated",Uninsulated,"R-15, Exterior",Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 15",Medium,"Asphalt Shingles, Medium",75F,65F,318 Rated kWh,Gas,94%,Electric,Standard,EF 17.6,Electric Standard,100% Usage
352806,G0600750,3C,2,<1940,3,1228,2,1 Car,"Single, Clear, Non-metal",F9 B9 L9 R9,30 ACH50,100% LED,Uninsulated,"Wood Stud, Uninsulated",None,"Finished, R-13",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 80% AFUE",None,Medium,Composition Shingles,70F,70F,None,Gas,94%,Gas,Standard,EF 17.6,Natural Gas Premium,100% Usage
501611,G0600750,3C,2,1950s,3,1698,2,None,"Single, Clear, Non-metal",F12 B12 L12 R12,50 ACH50,100% LED,Uninsulated,"Wood Stud, Uninsulated",None,"Finished, R-7",Uninsulated,Uninsulated,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",High,"Asphalt Shingles, Medium",75F,65F,290 Rated kWh,Electric Resistance,94%,Gas,Standard,EF 17.6,Natural Gas Standard,200% Usage
499199,G0600750,3C,5,<1940,4,1228,1,None,"Single, Clear, Metal, Exterior Clear Storm",F12 B12 L12 R12,10 ACH50,100% LED,Uninsulated,"Wood Stud, Uninsulated",R-13,"Unfinished, Uninsulated",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 15",Medium,Composition Shingles,78F,75F,318 Rated kWh,Electric Resistance,94%,Electric,EnergyStar,EF 19.9,Natural Gas Standard,100% Usage
279216,G0600750,3C,2,<1940,2,1698,2,2 Car,"Single, Clear, Metal",F12 B12 L12 R12,15 ACH50,100% LED,Uninsulated,"Wood Stud, Uninsulated",Uninsulated,"Unfinished, Uninsulated",Uninsulated,Uninsulated,Electricity,"Electric Wall Furnace, 100% AFUE","Room AC, EER 10.7",Low,"Asphalt Shingles, Medium",70F,72F,290 Rated kWh,Electric Resistance,94%,Gas,Standard,EF 19.9,Natural Gas Standard,50% Usage
12144,G0600750,3C,1,1980s,3,1698,1,None,"Single, Clear, Non-metal",F9 B9 L9 R9,15 ACH50,100% Incandescent,Uninsulated,"Wood Stud, R-11",R-7,"Unfinished, Uninsulated",Ceiling R-19,Uninsulated,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 13",Medium,Wood Shingles,72F,65F,290 Rated kWh,Gas,94%,Electric,EnergyStar,EF 17.6,Natural Gas Tankless,100% Usage
458182,G0600750,3C,2,<1940,3,2678,2,1 Car,"Double, Low-E, Non-metal, Air, M-Gain",F9 B9 L9 R9,20 ACH50,100% LED,Uninsulated,"Wood Stud, Uninsulated",R-19,"Unfinished, Uninsulated",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 10",Medium,Composition Shingles,75F,65F,290 Rated kWh,Electric Resistance,94%,Gas,Standard,EF 19.9,Natural Gas Premium,100% Usage
455556,G0601070,3B,5,1980s,3,1228,1,1 Car,"Double, Low-E, Non-metal, Air, M-Gain",F15 B15 L15 R15,8 ACH50,100% CFL,Uninsulated,"Wood Stud, R-11",R-19,"Unfinished, Uninsulated",Ceiling R-19,Uninsulated,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 15",High,"Tile, Concrete",78F,68F,None,Gas,94%,Electric,Standard,EF 19.9,Natural Gas Standard,200% Usage
272158,G0601070,3B,5,1960s,3,2678,1,None,"Single, Clear, Metal",F15 B15 L15 R15,15 ACH50,100% LED,None,"Wood Stud, Uninsulated",None,"Finished, R-30",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 15",High,"Asphalt Shingles, Medium",70F,68F,318 Rated kWh,Gas,94%,Gas,Standard,EF 21.9,Natural Gas Standard,200% Usage
434439,G0601070,3B,3,2000s,3,1228,1,None,"Double, Clear, Metal, Air",F9 B9 L9 R9,8 ACH50,100% CFL,None,"Wood Stud, R-19",R-30,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 13",Low,"Tile, Clay or Ceramic",78F,62F,290 Rated kWh,Gas,94%,Electric,Standard,EF 21.9,Natural Gas Tankless,50% Usage
124609,G0601070,3B,5,1980s,4,3310,2,2 Car,"Double, Low-E, Non-metal, Air, M-Gain",F9 B9 L9 R9,5 ACH50,100% LED,None,"Wood Stud, R-11",None,"Finished, Uninsulated",None,None,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 13",Medium,"Tile, Concrete",70F,65F,318 Rated kWh,Gas,94%,Gas,Standard,EF 19.9,Electric Standard,100% Usage
316491,G0601070,3B,2,1960s,4,2179,1,2 Car,"Double, Clear, Metal, Air",F9 B9 L9 R9,7 ACH50,100% Incandescent,None,"Wood Stud, Uninsulated",R-13,"Unfinished, Uninsulated",None,None,Electricity,"Electric Baseboard, 100% Efficiency","Room AC, EER 10.7",Medium,Composition Shingles,80F,65F,None,Electric Resistance,94%,Gas,Standard,EF 19.9,Electric Tankless,100% Usage
538756,G0601070,3B,3,1970s,2,1228,1,1 Car,"Double, Clear, Metal, Air",F15 B15 L15 R15,25 ACH50,100% LED,Uninsulated,"Wood Stud, R-7",None,"Finished, R-7",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 15",Medium,Composition Shingles,70F,75F,None,Gas,94%,Gas,EnergyStar,EF 15.9,Natural Gas Premium,100% Usage
88420,G0600190,3B,2,1990s,4,2678,1,None,"Double, Clear, Non-metal, Air",F9 B9 L9 R9,15 ACH50,100% Incandescent,None,"Wood Stud, R-19",R-49,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 92.5% AFUE","Room AC, EER 10.7",Medium,"Asphalt Shingles, Medium",78F,68F,318 Rated kWh,Gas,94%,Electric,Standard,EF 6.7,Natural Gas Tankless,100% Usage
292022,G0600190,3B,3,1940s,3,1228,2,None,"Single, Clear, Metal, Exterior Clear Storm",F12 B12 L12 R12,25 ACH50,100% LED,Uninsulated,"Wood Stud, Uninsulated",R-13,"Unfinished, Uninsulated",Uninsulated,Uninsulated,Electricity,"Electric Baseboard, 100% Efficiency",None,Medium,Composition Shingles,76F,70F,None,Electric Resistance,94%,Electric,Standard,EF 19.9,Electric Standard,100% Usage
299549,G0600190,3B,3,1990s,4,5587,2,2 Car,"Single, Clear, Non-metal",F9 B9 L9 R9,5 ACH50,100% CFL,None,"Wood Stud, R-19",None,"Finished, R-49",None,None,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 13",Low,"Asphalt Shingles, Medium",72F,70F,290 Rated kWh,Gas,94%,Gas,EnergyStar,EF 17.6,Natural Gas Standard,50% Usage
115831,G0600190,3B,3,2010s,4,3310,1,None,"Double, Low-E, Non-metal, Air, M-Gain",F12 B12 L12 R12,4 ACH50,100% LED,None,"Wood Stud, R-11",None,"Finished, R-30",None,None,Electricity,"MSHP, SEER 14.5, 8.2 HSPF",Non-Ducted Heat Pump,Medium,Composition Shingles,70F,72F,318 Rated kWh,Electric Resistance,94%,Electric,Standard,EF 17.6,Natural Gas Premium,100% Usage
87425,G0600190,3B,4,1950s,2,298,2,None,"Single, Clear, Metal",F12 B12 L12 R12,15 ACH50,100% Incandescent,Uninsulated,"Wood Stud, Uninsulated",None,"Finished, R-30",Uninsulated,Uninsulated,Electricity,"MSHP, SEER 14.5, 8.2 HSPF",Non-Ducted Heat Pump,Medium,"Asphalt Shingles, Medium",70F,60F,None,Gas,94%,Electric,EnergyStar,EF 15.9,Natural Gas Premium,100% Usage
289291,G0600190,3B,5,1960s,2,2179,1,None,"Double, Clear, Metal, Air",F15 B15 L15 R15,15 ACH50,100% Incandescent,None,"Wood Stud, Uninsulated",R-38,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 15",Low,"Tile, Concrete",76F,70F,290 Rated kWh,Electric Resistance,94%,Gas,EnergyStar,EF 15.9,Natural Gas Standard,50% Usage
180574,G0600570,5B,1,<1940,3,1228,1,None,"Single, Clear, Non-metal",F15 B15 L15 R15,15 ACH50,100% LED,Uninsulated,"Wood Stud, Uninsulated",None,"Finished, R-30",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 92.5% AFUE",None,High,Composition Shingles,60F,68F,318 Rated kWh,Gas,94%,Gas,Standard,EF 6.7,Natural Gas Premium,200% Usage
129760,G0600570,5B,1,<1940,3,1228,2,1 Car,"Triple, Low-E, Non-metal, Air, L-Gain",F15 B15 L15 R15,30 ACH50,100% CFL,Uninsulated,"Wood Stud, Uninsulated",R-30,"Unfinished, Uninsulated",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 15",Medium,Composition Shingles,72F,67F,None,Gas,94%,Electric,EnergyStar,EF 15.9,Natural Gas Standard,100% Usage
541753,G0600570,5B,3,<1940,4,2179,2,None,"Double, Clear, Non-metal, Air",F9 B9 L9 R9,10 ACH50,100% CFL,Uninsulated,"Wood Stud, Uninsulated",None,"Finished, R-30",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 92.5% AFUE","Room AC, EER 10.7",High,Composition Shingles,78F,70F,290 Rated kWh,Gas,94%,Electric,Standard,EF 17.6,Natural Gas Standard,200% Usage
278694,G0600570,5B,4,2000s,4,2179,1,2 Car,"Double, Clear, Non-metal, Air",F12 B12 L12 R12,5 ACH50,100% LED,Uninsulated,"Wood Stud, R-11",R-30,"Unfinished, Uninsulated",Ceiling R-19,Uninsulated,Natural Gas,"Fuel Furnace, 80% AFUE","AC, SEER 10",Low,"Asphalt Shingles, Medium",68F,68F,290 Rated kWh,Gas,94%,Electric,EnergyStar,EF 19.9,Natural Gas Premium,50% Usage
402117,G0600570,5B,1,2000s,1,1228,1,1 Car,"Double, Clear, Non-metal, Air",F15 B15 L15 R15,7 ACH50,100% Incandescent,None,"Wood Stud, R-19",R-19,"Unfinished, Uninsulated",None,None,Natural Gas,"Fuel Furnace, 92.5% AFUE","AC, SEER 10",High,"Tile, Clay or Ceramic",70F,70F,318 Rated kWh,Gas,94%,Electric,Standard,EF 10.5,Natural Gas Premium,200% Usage
376455,G0600570,5B,2,1970s,3,1228,2,None,"Single, Clear, Metal",F12 B12 L12 R12,20 ACH50,100% CFL,Uninsulated,"Wood Stud, R-7",None,"Finished, R-19",Uninsulated,Uninsulated,Natural Gas,"Fuel Furnace, 80% AFUE",None,High,"Asphalt Shingles, Medium",72F,68F,318 Rated kWh,Gas,94%,Gas,EnergyStar,EF 19.9,Natural Gas Standard,200% Usage
202509,G0600090,4B,2,1980s,2,881,1,1 Car,"Double, Clear, Non-metal, Air, Exterior Clear Storm",F12 B12 L12 R12,15 ACH50,100% LED,None,"Wood Stud, R-11",None,"Finished, R-38",None,None,Electricity,"Electric Furnace, 100% AFUE","AC, SEER 15",Medium,"Tile, Concrete",75F,72F,318 Rated kWh,Electric Resistance,94%,Gas,Standard,EF 19.9,Natural Gas Standard,100% Usage
